adventure_nr,out,home,duration
362,2019-07-19T04:28:44Z,2019-07-19T04:48:10Z,19.433333333333334
363,2019-07-21T00:09:28Z,2019-07-21T01:03:54Z,54.43333333333333
364,2019-07-21T02:09:49Z,2019-07-21T04:21:42Z,131.88333333333333
365,2019-07-24T10:58:44Z,2019-07-25T06:01:47Z,1143.05
366,2019-07-26T21:01:30Z,2019-07-26T21:33:01Z,31.516666666666666
367,2019-07-27T01:35:17Z,2019-07-27T03:15:25Z,100.13333333333334
368,2019-07-28T04:41:41Z,2019-07-28T04:44:01Z,2.3333333333333335
369,2019-07-28T23:55:51Z,2019-07-29T03:16:03Z,200.2
370,2019-07-29T04:09:27Z,2019-07-29T04:36:52Z,27.416666666666668
371,2019-07-31T02:24:36Z,2019-07-31T04:26:43Z,122.11666666666666
372,2019-08-01T03:27:32Z,2019-08-01T04:14:40Z,47.13333333333333
373,2019-08-01T04:49:32Z,2019-08-01T04:54:36Z,5.066666666666666
374,2019-08-02T07:17:53Z,2019-08-03T04:52:26Z,1294.55
375,2019-08-05T04:18:31Z,2019-08-05T04:54:46Z,36.25
376,2019-08-06T03:42:57Z,2019-08-06T04:53:34Z,70.61666666666666
377,2019-08-07T03:58:54Z,2019-08-07T04:15:23Z,16.483333333333334
378,2019-08-08T00:15:44Z,2019-08-08T01:54:07Z,98.38333333333334
379,2019-08-08T04:07:02Z,2019-08-08T04:51:00Z,43.96666666666667
380,2019-08-09T03:44:20Z,2019-08-09T04:50:16Z,65.93333333333334
381,2019-08-09T23:17:39Z,2019-08-10T00:07:31Z,49.86666666666667
382,2019-08-10T02:21:34Z,2019-08-10T04:33:56Z,132.36666666666667
383,2019-08-12T00:13:22Z,2019-08-12T01:01:17Z,47.916666666666664
384,2019-08-12T03:00:26Z,2019-08-12T04:06:08Z,65.7
385,2019-08-12T04:33:37Z,2019-08-12T04:47:31Z,13.9
386,2019-08-13T00:10:18Z,2019-08-13T02:07:55Z,117.61666666666666
387,2019-08-13T03:49:16Z,2019-08-13T04:07:51Z,18.583333333333332
388,2019-08-13T23:27:29Z,2019-08-14T01:11:57Z,104.46666666666667
389,2019-08-14T03:30:18Z,2019-08-14T04:31:09Z,60.85
390,2019-08-15T04:42:51Z,2019-08-15T05:07:11Z,24.333333333333332
391,2019-08-16T02:59:05Z,2019-08-16T04:52:25Z,113.33333333333333
392,2019-08-17T03:39:51Z,2019-08-17T05:30:47Z,110.93333333333334
393,2019-08-17T20:16:51Z,2019-08-17T21:07:04Z,50.21666666666667
394,2019-08-18T00:05:22Z,2019-08-18T01:51:36Z,106.23333333333333
395,2019-08-18T04:07:18Z,2019-08-18T05:07:44Z,60.43333333333333
396,2019-08-18T08:31:17Z,2019-08-18T08:52:48Z,21.516666666666666
397,2019-08-18T15:29:55Z,2019-08-18T20:44:51Z,314.93333333333334
398,2019-08-18T22:56:46Z,2019-08-19T05:14:59Z,378.21666666666664
399,2019-08-19T05:22:46Z,2019-08-19T09:43:33Z,260.78333333333336
400,2019-08-19T17:23:19Z,2019-08-20T05:14:54Z,711.5833333333334
401,2019-08-20T05:22:13Z,2019-08-20T08:13:32Z,171.31666666666666
402,2019-08-20T16:40:26Z,2019-08-20T21:05:12Z,264.76666666666665
403,2019-08-21T00:07:26Z,2019-08-21T02:52:24Z,164.96666666666667
404,2019-08-21T04:40:25Z,2019-08-21T05:38:02Z,57.61666666666667
405,2019-08-21T11:41:42Z,2019-08-21T12:58:31Z,76.81666666666666
406,2019-08-21T18:37:41Z,2019-08-21T23:46:48Z,309.1166666666667
407,2019-08-21T23:54:59Z,2019-08-22T01:54:13Z,119.23333333333333
408,2019-08-22T03:53:13Z,2019-08-22T05:06:23Z,73.16666666666667
409,2019-08-22T10:08:54Z,2019-08-22T13:44:07Z,215.21666666666667
410,2019-08-22T14:32:00Z,2019-08-23T04:37:17Z,845.2833333333333
411,2019-08-23T07:22:49Z,2019-08-23T08:04:35Z,41.766666666666666
412,2019-08-23T14:31:49Z,2019-08-24T05:54:03Z,922.2333333333333
413,2019-08-24T07:29:09Z,2019-08-24T15:00:34Z,451.4166666666667
414,2019-08-24T18:07:54Z,2019-08-25T05:15:21Z,667.45
415,2019-08-31T00:28:29Z,2019-08-31T04:43:13Z,254.73333333333332
416,2019-09-01T02:14:05Z,2019-09-01T05:32:33Z,198.46666666666667
417,2019-09-02T02:13:37Z,2019-09-02T04:30:27Z,136.83333333333334
418,2019-09-02T04:43:18Z,2019-09-02T04:49:05Z,5.783333333333333
419,2019-09-03T00:20:58Z,2019-09-03T01:12:22Z,51.4
420,2019-09-03T05:05:13Z,2019-09-03T05:08:41Z,3.466666666666667
421,2019-09-03T20:06:53Z,2019-09-03T23:09:38Z,182.75
422,2019-09-03T23:13:16Z,2019-09-03T23:16:45Z,3.4833333333333334
423,2019-09-03T23:37:19Z,2019-09-04T00:27:53Z,50.56666666666667
424,2019-09-04T04:47:06Z,2019-09-04T04:56:56Z,9.833333333333334
425,2019-09-05T23:52:23Z,2019-09-06T02:06:38Z,134.25
426,2019-09-06T05:00:58Z,2019-09-06T05:21:39Z,20.683333333333334
427,2019-09-07T02:51:42Z,2019-09-07T03:49:29Z,57.78333333333333
428,2019-09-08T01:00:16Z,2019-09-08T02:15:59Z,75.71666666666667
429,2019-09-08T04:25:40Z,2019-09-08T04:30:26Z,4.766666666666667
430,2019-09-08T12:54:07Z,2019-09-08T13:19:50Z,25.716666666666665
431,2019-09-09T04:04:31Z,2019-09-09T04:23:18Z,18.783333333333335
432,2019-09-09T19:17:07Z,2019-09-09T22:44:23Z,207.26666666666668
433,2019-09-10T03:28:54Z,2019-09-10T03:46:21Z,17.45
434,2019-09-10T05:25:08Z,2019-09-10T14:33:13Z,548.0833333333334
435,2019-09-11T05:12:03Z,2019-09-11T05:41:33Z,29.5
436,2019-09-12T04:51:37Z,2019-09-12T05:08:20Z,16.716666666666665
437,2019-09-13T13:42:59Z,2019-09-14T01:18:21Z,695.3666666666667
438,2019-09-14T01:20:24Z,2019-09-14T05:31:57Z,251.55
439,2019-09-14T23:58:17Z,2019-09-15T01:29:39Z,91.36666666666666
440,2019-09-15T04:30:03Z,2019-09-15T05:44:39Z,74.6
441,2019-09-16T13:44:31Z,2019-09-16T21:02:16Z,437.75
442,2019-09-17T05:03:23Z,2019-09-17T05:10:10Z,6.783333333333333
443,2019-09-18T04:51:40Z,2019-09-18T04:56:36Z,4.933333333333334
444,2019-09-18T05:14:23Z,2019-09-18T14:15:08Z,540.75
445,2019-09-19T03:54:41Z,2019-09-19T03:59:27Z,4.766666666666667
446,2019-09-20T23:54:40Z,2019-09-21T00:18:24Z,23.733333333333334
447,2019-09-21T02:56:13Z,2019-09-21T03:03:43Z,7.5
448,2019-09-22T03:36:13Z,2019-09-22T03:41:34Z,5.35
449,2019-09-22T05:37:08Z,2019-09-22T06:01:47Z,24.65
450,2019-09-23T02:36:46Z,2019-09-23T02:40:57Z,4.183333333333334
451,2019-09-24T04:41:00Z,2019-09-24T04:50:33Z,9.55
452,2019-09-25T04:57:39Z,2019-09-25T05:08:10Z,10.516666666666667
453,2019-09-25T13:43:34Z,2019-09-25T23:36:09Z,592.5833333333334
454,2019-09-26T05:21:02Z,2019-09-26T05:26:06Z,5.066666666666666
455,2019-09-26T07:49:17Z,2019-09-27T02:06:34Z,1097.2833333333333
456,2019-09-27T04:33:07Z,2019-09-27T04:40:29Z,7.366666666666666
457,2019-09-27T05:28:43Z,2019-09-27T05:32:57Z,4.233333333333333
458,2019-09-27T22:59:02Z,2019-09-27T23:37:19Z,38.28333333333333
459,2019-09-28T04:24:46Z,2019-09-28T04:58:34Z,33.8
460,2019-09-28T10:21:21Z,2019-09-28T11:14:18Z,52.95
461,2019-09-28T14:03:20Z,2019-09-28T20:57:40Z,414.3333333333333
462,2019-09-29T03:04:24Z,2019-09-29T03:40:27Z,36.05
463,2019-09-29T05:32:25Z,2019-09-29T05:39:20Z,6.916666666666667
464,2019-09-29T06:02:36Z,2019-09-29T07:24:25Z,81.81666666666666
465,2019-09-29T16:14:44Z,2019-09-29T17:39:36Z,84.86666666666666
466,2019-09-29T19:52:56Z,2019-09-29T23:34:06Z,221.16666666666666
467,2019-09-30T02:59:37Z,2019-09-30T03:11:56Z,12.316666666666666
468,2019-09-30T04:47:19Z,2019-09-30T05:16:56Z,29.616666666666667
469,2019-10-01T03:21:53Z,2019-10-01T03:44:32Z,22.65
470,2019-10-01T05:27:33Z,2019-10-01T05:40:20Z,12.783333333333333
471,2019-10-01T20:04:11Z,2019-10-01T20:50:10Z,45.983333333333334
472,2019-10-02T04:39:41Z,2019-10-02T04:48:04Z,8.383333333333333
473,2019-10-02T13:13:12Z,2019-10-02T21:30:20Z,497.1333333333333
474,2019-10-03T02:55:05Z,2019-10-03T03:00:16Z,5.183333333333334
475,2019-10-03T05:43:44Z,2019-10-03T22:49:54Z,1026.1666666666667
476,2019-10-04T04:06:57Z,2019-10-04T04:39:12Z,32.25
477,2019-10-04T06:01:21Z,2019-10-04T06:26:50Z,25.483333333333334
478,2019-10-05T04:16:49Z,2019-10-05T04:40:17Z,23.466666666666665
479,2019-10-05T05:39:33Z,2019-10-05T05:53:14Z,13.683333333333334
480,2019-10-06T02:41:00Z,2019-10-06T03:05:33Z,24.55
481,2019-10-06T05:57:53Z,2019-10-06T06:00:28Z,2.5833333333333335
482,2019-10-06T13:09:58Z,2019-10-06T21:07:10Z,477.2
483,2019-10-07T05:01:11Z,2019-10-07T05:16:52Z,15.683333333333334
484,2019-10-07T15:56:37Z,2019-10-07T21:37:05Z,340.46666666666664
485,2019-10-07T22:33:35Z,2019-10-08T01:22:19Z,168.73333333333332
486,2019-10-08T04:32:39Z,2019-10-08T04:51:06Z,18.45
488,2019-10-15T00:44:39Z,2019-10-15T02:22:18Z,97.65
489,2019-10-16T03:06:09Z,2019-10-16T03:18:02Z,11.883333333333333
490,2019-10-16T05:29:37Z,2019-10-16T05:59:00Z,29.383333333333333
491,2019-10-18T02:12:30Z,2019-10-18T02:42:49Z,30.316666666666666
492,2019-10-19T05:24:47Z,2019-10-19T06:10:10Z,45.38333333333333
493,2019-10-20T02:19:20Z,2019-10-20T03:11:14Z,51.9
494,2019-10-20T11:32:39Z,2019-10-20T13:19:44Z,107.08333333333333
495,2019-10-21T01:09:50Z,2019-10-21T01:50:57Z,41.11666666666667
496,2019-10-21T05:06:12Z,2019-10-21T05:22:37Z,16.416666666666668
497,2019-10-22T03:27:41Z,2019-10-22T04:22:29Z,54.8
498,2019-10-22T06:27:30Z,2019-10-22T06:43:21Z,15.85
499,2019-10-22T16:39:03Z,2019-10-22T23:08:49Z,389.76666666666665
500,2019-10-23T05:04:41Z,2019-10-23T05:10:19Z,5.633333333333333
501,2019-10-23T13:09:28Z,2019-10-23T21:58:38Z,529.1666666666666
502,2019-10-24T05:03:16Z,2019-10-24T05:26:03Z,22.783333333333335
503,2019-10-24T06:51:05Z,2019-10-24T13:34:29Z,403.4
504,2019-10-24T21:37:54Z,2019-10-24T22:25:16Z,47.36666666666667
505,2019-10-25T00:53:59Z,2019-10-25T02:13:37Z,79.63333333333334
506,2019-10-26T05:25:35Z,2019-10-26T05:39:05Z,13.5
507,2019-10-26T21:47:36Z,2019-10-27T00:28:42Z,161.1
508,2019-10-27T00:44:24Z,2019-10-27T01:47:57Z,63.55
509,2019-10-27T05:48:33Z,2019-10-27T06:03:11Z,14.633333333333333
510,2019-10-27T12:24:42Z,2019-10-27T17:46:52Z,322.1666666666667
511,2019-10-28T05:17:52Z,2019-10-28T05:26:31Z,8.65
512,2019-10-28T09:09:17Z,2019-10-28T10:58:01Z,108.73333333333333
513,2019-10-28T13:26:04Z,2019-10-28T13:51:23Z,25.316666666666666
514,2019-10-29T11:14:00Z,2019-10-30T05:34:43Z,1100.7166666666667
515,2019-10-30T13:55:09Z,2019-10-31T02:25:06Z,749.95
516,2019-10-31T16:55:03Z,2019-11-01T06:29:41Z,814.6333333333333
517,2019-11-01T13:13:51Z,2019-11-02T01:17:23Z,723.5333333333333
518,2019-11-03T02:07:17Z,2019-11-03T04:27:31Z,140.23333333333332
519,2019-11-03T07:01:14Z,2019-11-03T07:39:17Z,38.05
520,2019-11-03T14:53:55Z,2019-11-04T05:21:02Z,867.1166666666667
521,2019-11-04T18:50:58Z,2019-11-05T01:34:16Z,403.3
522,2019-11-05T05:05:18Z,2019-11-05T05:24:15Z,18.95
523,2019-11-06T09:27:37Z,2019-11-06T21:09:37Z,702
524,2019-11-07T15:54:14Z,2019-11-07T16:27:44Z,33.5
525,2019-11-08T06:24:47Z,2019-11-08T06:32:38Z,7.85
526,2019-11-08T08:28:43Z,2019-11-08T14:17:37Z,348.9
527,2019-11-10T06:45:01Z,2019-11-10T06:52:51Z,7.833333333333333
528,2019-11-10T11:30:04Z,2019-11-10T19:54:04Z,504
529,2019-11-11T09:04:34Z,2019-11-11T11:38:34Z,154
530,2019-11-12T06:36:40Z,2019-11-12T07:21:25Z,44.75
531,2019-11-13T02:41:04Z,2019-11-13T03:04:07Z,23.05
532,2019-11-13T06:09:21Z,2019-11-13T06:49:32Z,40.18333333333333
533,2019-11-14T06:39:05Z,2019-11-14T07:11:24Z,32.31666666666667
534,2019-11-14T11:16:36Z,2019-11-14T11:22:24Z,5.8
535,2019-11-14T11:32:23Z,2019-11-14T20:31:55Z,539.5333333333333
536,2019-11-15T08:31:57Z,2019-11-16T01:35:31Z,1023.5666666666667
537,2019-11-16T21:21:10Z,2019-11-17T01:26:06Z,244.93333333333334
538,2019-11-17T05:43:19Z,2019-11-17T06:12:36Z,29.283333333333335
539,2019-11-17T10:34:32Z,2019-11-17T23:27:46Z,773.2333333333333
540,2019-11-18T04:42:20Z,2019-11-18T04:58:25Z,16.083333333333332
541,2019-11-18T08:27:04Z,2019-11-18T14:12:41Z,345.6166666666667
542,2019-11-18T23:44:32Z,2019-11-19T00:24:28Z,39.93333333333333
543,2019-11-19T05:27:58Z,2019-11-19T05:50:34Z,22.6
544,2019-11-19T09:44:12Z,2019-11-19T21:23:37Z,699.4166666666666
545,2019-11-20T15:05:02Z,2019-11-21T00:22:41Z,557.65
546,2019-11-21T02:04:34Z,2019-11-21T02:18:54Z,14.333333333333334
547,2019-11-21T09:29:26Z,2019-11-21T15:15:39Z,346.21666666666664
548,2019-11-21T21:44:49Z,2019-11-21T22:14:23Z,29.566666666666666
549,2019-11-23T07:33:32Z,2019-11-23T08:49:20Z,75.8
550,2019-11-23T21:31:27Z,2019-11-23T21:58:14Z,26.783333333333335
551,2019-11-25T03:02:21Z,2019-11-25T04:19:33Z,77.2
553,2019-12-04T02:19:16Z,2019-12-04T02:43:16Z,24
554,2019-12-04T07:40:32Z,2019-12-04T23:29:01Z,948.4833333333333
555,2019-12-05T13:11:18Z,2019-12-06T05:15:55Z,964.6166666666667
556,2019-12-07T00:54:59Z,2019-12-07T04:10:50Z,195.85
557,2019-12-07T05:14:34Z,2019-12-07T05:37:20Z,22.766666666666666
558,2019-12-08T04:00:16Z,2019-12-08T05:36:15Z,95.98333333333333
559,2019-12-08T07:56:16Z,2019-12-08T13:58:16Z,362
560,2019-12-09T00:32:53Z,2019-12-09T00:59:38Z,26.75
561,2019-12-09T01:12:52Z,2019-12-09T01:48:41Z,35.81666666666667
562,2019-12-09T03:34:52Z,2019-12-09T03:49:43Z,14.85
563,2019-12-09T20:58:13Z,2019-12-09T21:11:33Z,13.333333333333334
564,2019-12-09T22:43:57Z,2019-12-09T23:43:46Z,59.81666666666667
565,2019-12-10T04:43:58Z,2019-12-10T05:01:39Z,17.683333333333334
566,2019-12-10T19:44:58Z,2019-12-10T21:10:44Z,85.76666666666667
567,2019-12-11T06:18:17Z,2019-12-11T07:01:58Z,43.68333333333333
568,2019-12-11T23:36:04Z,2019-12-12T00:16:47Z,40.71666666666667
569,2019-12-12T04:17:25Z,2019-12-12T04:50:40Z,33.25
570,2019-12-12T14:58:49Z,2019-12-12T23:03:23Z,484.56666666666666
571,2019-12-13T03:02:27Z,2019-12-13T03:36:20Z,33.88333333333333
572,2019-12-13T07:52:42Z,2019-12-13T15:06:42Z,434
573,2019-12-14T06:00:45Z,2019-12-14T06:16:35Z,15.833333333333334
574,2019-12-14T11:10:16Z,2019-12-14T12:50:57Z,100.68333333333334
575,2019-12-15T02:46:32Z,2019-12-15T03:44:53Z,58.35
576,2019-12-16T02:08:39Z,2019-12-16T03:38:09Z,89.5
577,2019-12-17T04:24:31Z,2019-12-17T04:39:21Z,14.833333333333334
578,2019-12-17T08:58:55Z,2019-12-17T21:34:28Z,755.55
579,2019-12-18T01:47:20Z,2019-12-18T03:07:52Z,80.53333333333333
580,2019-12-18T05:56:57Z,2019-12-18T06:31:47Z,34.833333333333336
581,2019-12-19T05:35:28Z,2019-12-19T06:29:27Z,53.983333333333334
582,2019-12-20T23:34:16Z,2019-12-20T23:50:44Z,16.466666666666665
583,2019-12-21T04:33:41Z,2019-12-21T05:29:47Z,56.1
584,2019-12-21T21:14:00Z,2019-12-21T23:02:31Z,108.51666666666667
585,2019-12-22T04:46:24Z,2019-12-22T05:31:00Z,44.6
586,2019-12-22T19:44:53Z,2019-12-22T21:14:24Z,89.51666666666667
587,2019-12-23T01:32:03Z,2019-12-23T02:52:40Z,80.61666666666666
588,2019-12-23T04:27:11Z,2019-12-23T05:00:10Z,32.983333333333334
589,2019-12-23T19:30:55Z,2019-12-23T19:45:26Z,14.516666666666667
590,2019-12-24T03:44:46Z,2019-12-24T04:25:10Z,40.4
591,2019-12-24T23:50:56Z,2019-12-24T23:59:09Z,8.216666666666667
592,2019-12-25T03:36:58Z,2019-12-25T04:45:09Z,68.18333333333334
593,2019-12-25T06:24:27Z,2019-12-25T07:15:06Z,50.65
594,2019-12-25T09:01:17Z,2019-12-25T14:40:36Z,339.31666666666666
595,2019-12-26T05:13:10Z,2019-12-26T05:28:16Z,15.1
596,2019-12-26T23:37:51Z,2019-12-27T00:56:06Z,78.25
597,2019-12-27T02:58:19Z,2019-12-27T03:47:46Z,49.45
598,2019-12-27T08:32:42Z,2019-12-28T05:33:34Z,1260.8666666666666
599,2019-12-28T11:15:52Z,2019-12-29T00:22:31Z,786.65
600,2019-12-30T05:51:13Z,2019-12-30T06:09:18Z,18.083333333333332
601,2019-12-31T04:29:57Z,2019-12-31T04:48:43Z,18.766666666666666
602,2019-12-31T09:14:05Z,2019-12-31T12:59:31Z,225.43333333333334
603,2020-01-02T01:59:23Z,2020-01-02T02:12:52Z,13.483333333333333
604,2020-01-02T06:04:53Z,2020-01-02T06:26:14Z,21.35
605,2020-01-02T09:09:10Z,2020-01-02T09:26:57Z,17.783333333333335
606,2020-01-02T13:43:49Z,2020-01-02T14:00:53Z,17.066666666666666
607,2020-01-02T23:41:44Z,2020-01-03T00:22:58Z,41.233333333333334
608,2020-01-03T04:32:34Z,2020-01-03T05:03:31Z,30.95
609,2020-01-03T23:53:59Z,2020-01-04T00:05:12Z,11.216666666666667
610,2020-01-04T04:34:48Z,2020-01-04T05:16:28Z,41.666666666666664
611,2020-01-05T05:17:41Z,2020-01-05T05:40:46Z,23.083333333333332
612,2020-01-06T07:01:04Z,2020-01-06T07:03:12Z,2.1333333333333333
613,2020-01-07T03:44:02Z,2020-01-07T04:12:20Z,28.3
614,2020-01-07T13:09:02Z,2020-01-08T00:19:50Z,670.8
615,2020-01-08T06:26:18Z,2020-01-08T06:35:34Z,9.266666666666667
616,2020-01-09T00:46:06Z,2020-01-09T02:04:54Z,78.8
617,2020-01-09T13:43:28Z,2020-01-09T16:52:08Z,188.66666666666666
618,2020-01-09T17:25:14Z,2020-01-10T00:18:31Z,413.28333333333336
619,2020-01-10T05:14:51Z,2020-01-10T05:35:32Z,20.683333333333334
620,2020-01-10T15:29:03Z,2020-01-10T22:24:21Z,415.3
621,2020-01-10T23:41:37Z,2020-01-11T01:09:57Z,88.33333333333333
622,2020-01-11T04:53:30Z,2020-01-11T05:49:46Z,56.266666666666666
623,2020-01-12T04:24:12Z,2020-01-12T04:48:35Z,24.383333333333333
624,2020-01-13T19:18:25Z,2020-01-14T03:02:14Z,463.81666666666666
625,2020-01-14T08:01:43Z,2020-01-14T08:32:45Z,31.033333333333335
626,2020-01-14T21:00:48Z,2020-01-14T23:24:28Z,143.66666666666666
627,2020-01-15T05:07:59Z,2020-01-15T06:11:47Z,63.8
628,2020-01-16T06:18:09Z,2020-01-16T06:30:57Z,12.8
629,2020-01-16T08:40:30Z,2020-01-16T22:25:54Z,825.4
630,2020-01-17T06:22:58Z,2020-01-17T06:41:10Z,18.2
631,2020-01-17T23:45:48Z,2020-01-18T00:55:50Z,70.03333333333333
632,2020-01-18T05:53:23Z,2020-01-18T06:06:49Z,13.433333333333334
633,2020-01-18T22:55:06Z,2020-01-18T23:44:02Z,48.93333333333333
634,2020-01-20T03:36:09Z,2020-01-20T04:01:34Z,25.416666666666668
635,2020-01-21T03:37:06Z,2020-01-21T03:46:03Z,8.95
636,2020-01-21T09:39:21Z,2020-01-21T10:18:23Z,39.03333333333333
637,2020-01-23T00:44:43Z,2020-01-23T00:47:39Z,2.9333333333333336
638,2020-01-24T05:01:41Z,2020-01-24T05:21:10Z,19.483333333333334
639,2020-01-24T23:49:57Z,2020-01-24T23:58:53Z,8.933333333333334
640,2020-01-26T07:00:30Z,2020-01-26T07:41:34Z,41.06666666666667
641,2020-01-27T05:21:29Z,2020-01-27T06:00:52Z,39.38333333333333
642,2020-01-27T15:03:52Z,2020-01-27T20:23:22Z,319.5
643,2020-01-28T05:38:10Z,2020-01-28T06:04:48Z,26.633333333333333
644,2020-01-28T17:40:40Z,2020-01-28T17:58:37Z,17.95
645,2020-01-28T19:04:26Z,2020-01-29T00:40:26Z,336
646,2020-01-29T03:55:47Z,2020-01-29T04:42:03Z,46.266666666666666
647,2020-01-29T19:22:07Z,2020-01-29T22:29:56Z,187.81666666666666
648,2020-01-30T04:59:08Z,2020-01-30T05:25:44Z,26.6
649,2020-01-31T04:19:15Z,2020-01-31T04:56:40Z,37.416666666666664
650,2020-02-01T23:45:05Z,2020-02-02T01:11:44Z,86.65
651,2020-02-02T05:31:27Z,2020-02-02T06:18:30Z,47.05
652,2020-02-03T00:29:20Z,2020-02-03T01:03:13Z,33.88333333333333
653,2020-02-03T04:22:25Z,2020-02-03T04:33:54Z,11.483333333333333
654,2020-02-03T19:14:45Z,2020-02-03T20:49:02Z,94.28333333333333
655,2020-02-04T01:24:54Z,2020-02-04T02:07:14Z,42.333333333333336
656,2020-02-04T05:09:49Z,2020-02-04T05:18:54Z,9.083333333333334
657,2020-02-04T13:38:10Z,2020-02-04T14:02:02Z,23.866666666666667
658,2020-02-04T21:12:25Z,2020-02-04T21:47:25Z,35
659,2020-02-06T08:10:21Z,2020-02-07T02:02:10Z,1071.8166666666666
660,2020-02-07T15:49:25Z,2020-02-07T16:38:16Z,48.85
661,2020-02-08T05:46:59Z,2020-02-08T06:00:00Z,13.016666666666667
662,2020-02-08T23:58:43Z,2020-02-09T00:31:14Z,32.516666666666666
663,2020-02-09T06:14:57Z,2020-02-09T06:39:14Z,24.283333333333335
664,2020-02-09T23:29:11Z,2020-02-10T00:49:23Z,80.2
665,2020-02-10T04:31:58Z,2020-02-10T04:34:52Z,2.9
666,2020-02-10T04:57:19Z,2020-02-10T06:09:10Z,71.85
667,2020-02-10T06:16:45Z,2020-02-10T07:51:10Z,94.41666666666667
668,2020-02-10T11:28:16Z,2020-02-10T11:36:07Z,7.85
669,2020-02-10T13:16:35Z,2020-02-10T13:25:58Z,9.383333333333333
670,2020-02-10T17:27:28Z,2020-02-10T17:50:40Z,23.2
671,2020-02-10T18:10:50Z,2020-02-10T21:21:59Z,191.15
672,2020-02-11T02:04:57Z,2020-02-11T02:12:13Z,7.266666666666667
673,2020-02-11T02:24:55Z,2020-02-11T03:33:20Z,68.41666666666667
674,2020-02-12T05:59:22Z,2020-02-12T06:16:31Z,17.15
675,2020-02-12T06:38:47Z,2020-02-12T17:21:36Z,642.8166666666667
676,2020-02-14T02:44:16Z,2020-02-14T03:16:49Z,32.55
677,2020-02-14T05:51:47Z,2020-02-14T06:03:35Z,11.8
678,2020-02-14T19:07:13Z,2020-02-15T03:51:26Z,524.2166666666667
679,2020-02-15T15:48:43Z,2020-02-15T17:15:54Z,87.18333333333334
680,2020-02-15T23:58:25Z,2020-02-16T00:32:19Z,33.9
681,2020-02-16T06:06:46Z,2020-02-16T06:57:45Z,50.983333333333334
682,2020-02-16T08:44:37Z,2020-02-16T09:56:50Z,72.21666666666667
683,2020-02-16T17:15:56Z,2020-02-16T17:55:34Z,39.63333333333333
684,2020-02-16T23:58:06Z,2020-02-17T01:17:00Z,78.9
685,2020-02-17T05:17:56Z,2020-02-17T06:29:47Z,71.85
686,2020-02-17T07:15:51Z,2020-02-17T19:20:46Z,724.9166666666666
687,2020-02-17T22:02:12Z,2020-02-17T22:57:44Z,55.53333333333333
688,2020-02-18T05:08:06Z,2020-02-18T05:49:33Z,41.45
689,2020-02-18T18:26:52Z,2020-02-18T19:19:54Z,53.03333333333333
690,2020-02-18T21:16:54Z,2020-02-18T21:31:59Z,15.083333333333334
691,2020-02-19T03:35:06Z,2020-02-19T04:32:41Z,57.583333333333336
692,2020-02-19T16:47:29Z,2020-02-19T17:02:30Z,15.016666666666667
693,2020-02-19T18:20:22Z,2020-02-19T19:14:30Z,54.13333333333333
694,2020-02-20T00:45:04Z,2020-02-20T01:15:59Z,30.916666666666668
695,2020-02-20T04:49:26Z,2020-02-20T08:17:12Z,207.76666666666668
696,2020-02-20T18:40:16Z,2020-02-20T19:30:12Z,49.93333333333333
697,2020-02-21T01:42:17Z,2020-02-21T02:43:50Z,61.55
698,2020-02-21T05:04:34Z,2020-02-21T05:44:00Z,39.43333333333333
699,2020-02-21T07:42:07Z,2020-02-21T08:07:08Z,25.016666666666666
700,2020-02-21T18:06:37Z,2020-02-21T19:27:45Z,81.13333333333334
701,2020-02-22T01:37:44Z,2020-02-22T02:31:29Z,53.75
702,2020-02-22T05:53:05Z,2020-02-22T06:36:12Z,43.11666666666667
703,2020-02-22T17:27:47Z,2020-02-22T21:14:59Z,227.2
704,2020-02-23T18:17:18Z,2020-02-23T22:12:00Z,234.7
705,2020-02-24T00:56:10Z,2020-02-24T02:10:38Z,74.46666666666667
706,2020-02-24T05:06:50Z,2020-02-24T05:52:14Z,45.4
707,2020-02-24T17:50:18Z,2020-02-24T18:50:31Z,60.21666666666667
708,2020-02-25T03:38:51Z,2020-02-25T04:17:22Z,38.516666666666666
709,2020-02-26T04:49:32Z,2020-02-26T05:04:55Z,15.383333333333333
710,2020-02-27T00:21:25Z,2020-02-27T00:40:04Z,18.65
711,2020-02-27T04:29:46Z,2020-02-27T04:58:51Z,29.083333333333332
712,2020-02-28T04:06:52Z,2020-02-28T04:23:28Z,16.6
713,2020-02-29T06:29:11Z,2020-02-29T06:50:31Z,21.333333333333332
714,2020-02-29T20:19:00Z,2020-02-29T20:51:58Z,32.96666666666667
715,2020-03-01T05:28:00Z,2020-03-01T05:50:41Z,22.683333333333334
716,2020-03-01T06:52:47Z,2020-03-01T07:01:53Z,9.1
717,2020-03-01T19:09:22Z,2020-03-01T20:48:46Z,99.4
718,2020-03-02T21:58:06Z,2020-03-02T22:20:32Z,22.433333333333334
719,2020-03-03T09:18:09Z,2020-03-03T09:46:22Z,28.216666666666665
720,2020-03-03T19:53:19Z,2020-03-03T20:38:54Z,45.583333333333336
721,2020-03-04T01:53:17Z,2020-03-04T02:15:17Z,22
722,2020-03-04T09:31:01Z,2020-03-04T17:37:21Z,486.3333333333333
723,2020-03-05T02:55:02Z,2020-03-05T03:36:40Z,41.63333333333333
724,2020-03-05T06:02:24Z,2020-03-05T06:30:22Z,27.966666666666665
